plane,metro_rer,tgv,fioul,gaz,electricite,gazole,essence,elec_car,nr_veg,nr_mix,emission
3993.678498230014,26.956203560582903,0,1598.8368473982046,687.3717067050725,8044.338653687924,11623.44838892873,8157.304361102003,11998.327703147439,13,1,15507.014089771896
4488.114967539341,25.394042538245916,1000,1222.8588067329392,744.8334370186464,2258.964726750165,7828.101175343631,16295.347837948004,8704.211728467211,0,14,16138.43815697869
3256.7854033858735,15.030165683518533,500,3514.9552932346937,848.0459527028199,6376.6061078400735,9165.546614218987,8314.509883649673,12877.660947230634,1,13,21406.14319671902
3605.9066212266143,19.919549911010524,1000,2633.8069413375433,594.3849725826835,3387.9080981997427,8191.833271248217,14555.505452186953,6740.063489668711,12,2,18830.927183307762
5089.832267546944,22.7851120058208,1000,4052.779196724209,751.972804966507,5220.752087189676,8278.447230980984,758.9670914068647,17225.381077835184,2,12,21251.03547780851
3507.0766292965773,13.44781387906361,2000,3826.52990344557,548.6488108985712,3908.109882727079,18550.504810939143,9371.34750970795,11518.800163014334,8,6,24261.925743798838
3514.318607507504,18.531476695238876,0,2227.0102026457653,686.1032907207059,6530.676552214519,12139.63544500195,7862.269827567576,16602.347324267685,4,10,18209.754403874995
3627.086195198117,24.86974794041254,1000,1554.3529506486211,860.3182461199668,4668.314352177449,16158.686414532283,8297.399685898386,12836.0029755859,4,10,16813.129137713564
4129.305730901368,19.70190007887178,2000,3123.076105744254,998.4059428430089,3819.545589581904,1158.6289523473824,6201.752363268404,15805.927655567752,5,9,18655.12999062296
3844.200425186524,21.364625021209104,2000,2258.5595956450634,801.0374368413419,4707.465032915911,18062.77956492339,15922.518934122758,9920.999422974062,0,14,21731.315764073785
3447.8870117791093,18.240417202227032,500,1285.317951725122,837.5884289637336,4673.009126396262,12844.22714258838,5207.09219643766,13192.06983653488,7,7,13916.564203013237
4138.243813137645,29.017083181993822,1000,2808.43785416445,81.57563639971625,1984.8224023251933,14418.990840778566,13145.085610642593,13720.964423247378,12,2,20273.16000857869
5385.395410358999,18.07827725322081,500,1543.3203925183898,613.4298230765796,4716.67261399264,7010.228546681384,11246.314688497334,12252.739852717907,6,8,15047.17614376639
3183.5095460105435,17.147337582949763,0,2788.6802986646567,668.8559501055184,5616.540337543663,6183.947562668421,11969.505844290612,16182.87822700046,10,4,18251.139796194893
4476.2017079507405,22.191667686723946,1000,2157.126547351909,676.6995918933092,2824.68777114486,10407.014309771592,14714.321399548382,12182.162965934558,12,2,18807.079741812715
4391.777930317457,25.803665101665974,1000,2314.2479120457215,875.1077859854914,3953.224515604624,15414.751340282291,10992.863130850774,7388.124012568345,0,14,20498.98354686961
4713.196185600815,23.043242675280524,2000,2068.083968062977,843.6359376121637,4388.558667538595,13936.517887040722,16658.871256245584,6829.159694587347,13,1,19202.83123303038
4114.696146252852,27.18749829244073,500,4338.91130824615,570.9409597941066,5956.129670365208,5773.986655235205,11522.424711083226,15113.51350347213,10,4,23768.98230465782
4099.145465673431,23.536041056740743,500,3548.569735321296,750.0986759040875,7125.1953899180435,17259.916944639604,9123.717011713961,17962.694383347578,2,12,24347.206076287013
4102.49738511504,25.96433863556814,500,2487.3822673345394,810.409355383579,5261.945195470382,9135.015916037608,14489.21628205289,8962.646087775594,2,12,20151.515069801324
3717.8695694497824,21.527703303064197,500,3675.9712739077745,385.2699088969335,7100.905744636219,13126.50000606579,7862.401123986884,13439.750210090275,7,7,21461.313230323514
3001.48860088046,20.814248536139534,0,4540.822150837687,816.7420685395504,2859.5401690008975,8061.178075699468,10732.75236851069,11838.526838898673,0,14,25025.64897101889
3857.0040212129757,17.26407776527706,2000,3391.1765009353653,720.8819352185359,7796.539308348127,8770.166739001805,5579.002980423371,17870.55117007068,6,8,19410.358048666054
3731.561892511849,22.868030823280822,1000,3318.6048091479843,931.2684815029114,4619.266465902627,4309.244845922416,18259.347348173626,12125.361856257603,8,6,22019.694573838766
3464.8693879767698,21.462145461864043,0,3852.917398174612,942.4424563059459,6197.733229780999,14374.09504416092,9010.852214209272,16156.269641851906,8,6,23984.28486287701
3648.608691967823,15.336523714173204,500,2418.561235467376,1044.0101276004434,4839.931308457075,11561.249251208565,14606.742196752366,7617.9485071336885,0,14,20730.17504671555
3500.588040370929,22.233312362542986,2000,3175.61608313549,773.6512583023458,4998.483242937892,13522.580182566924,10598.83743561968,15654.959260456943,12,2,21509.064689549046
4508.07411277911,18.26543582456933,0,3288.8100754218963,683.4752380871042,2057.2150023638796,11571.095855283398,15705.783676733585,9405.372156075835,9,5,22812.617590952053
3537.4295146016834,12.508343242252879,2000,1900.3854219112418,784.8588110301755,3519.438307802583,8612.696034182216,10443.47020632055,21428.57889543247,4,10,16894.54151323403
4793.749446325682,24.591605874613528,0,4064.8749629079703,705.1258742941545,7344.045588240347,12544.666047952229,14095.701029185228,9963.15847227686,4,10,25583.98783404704
3969.447127535986,17.490124175506647,0,2466.337196407489,782.5819977805445,6126.061860168911,15550.750714416521,12565.990155656087,13586.36309668037,13,1,19678.54621078673
3933.6297747352537,21.897397420815015,2000,3296.6616090322136,741.3681301476362,5391.279520201163,12494.31850621761,8515.530114412993,13880.779272102274,6,8,21854.548309914193
3663.5064267185016,8.648802782232373,1000,2867.708464587634,831.8242345676969,8014.851838893115,10060.57121385698,13328.449892944394,19064.018260487734,11,3,20238.77203073383
3397.1979857653273,17.049021520904155,500,2078.6528845241596,1000.3703634014792,4814.925533136568,11084.849044935518,5240.925497465306,16406.676302520613,7,7,17109.518335731096
3760.7485081225277,19.992538889573453,500,3000.5687537637114,512.803304700385,7157.359427686482,6652.200139923959,10614.102703928706,15739.45094467196,2,12,19165.211696220354
3898.626234986287,21.340687264700627,500,5098.0506147715005,767.4312264621211,4884.783965960632,5458.780838892031,16252.959025330878,11359.741210488182,6,8,27891.55548440047
4242.598225978315,19.58172286338042,1000,3302.348724216431,510.25829218545374,7371.256523941804,10957.623173221067,2467.25306014586,15664.375830716628,7,7,18879.22839989627
3629.8699889247223,17.39026187126016,2000,2411.633668706949,924.8539677547631,3246.7423692691027,18096.99797961818,11754.6494315179,6689.694368687866,9,5,20042.03296216025
4479.765817611832,19.433654992738052,1000,3544.637409717956,820.6671324385677,3228.2119979064255,16232.887326544753,9387.571421317756,10985.318882699943,10,4,23786.256054119327
3975.973105629458,28.294154788428628,0,2171.162964757818,648.0040091476329,3995.652731846728,13013.596940977632,16288.115485386741,12486.587697893836,1,13,20577.286096549167
4220.500522539386,7.701519826027559,500,3476.542815343788,700.7376743415458,898.9698700022736,16424.960838480547,7137.259449840587,8774.233447244118,0,14,22777.91791316144
3897.9842762401295,20.205397307897154,500,2609.5567693152625,1011.1758151515323,4575.960841994466,12016.85553072378,8514.355805462357,10544.25678225777,8,6,19864.266357961642
3748.5545650796616,10.651931310946752,500,4878.425861534879,506.5698541241309,6147.802600696975,8725.965367021303,9942.537142463332,9884.431865119479,2,12,25303.38397920229
3164.6236222635666,16.03312147138867,2000,1298.504004585482,288.7314267962043,6441.752034939755,14333.211915652324,12563.150302999453,7895.529570929286,9,5,15413.331420979928
3686.1416269240412,23.826853419956976,0,2022.8891612012608,1233.3235753269591,3341.4387567318126,7120.4684895712035,13743.304060383642,12216.311231387725,12,2,17468.968848657634
4232.617994614596,16.19700833693648,1000,1323.3843929804768,584.0914420337822,6153.331569993186,12059.429048744003,10390.268732428089,9049.224443611865,1,13,15587.803889688332
3862.02087985803,16.464093346155778,1000,2969.9605496194486,958.5869460945119,2115.2680163961068,12460.648896379163,7189.704630869081,17634.52321173648,0,14,20455.999824780723
3969.832889181161,19.923030171916103,0,4472.8200180727,1173.3120493796578,8564.441926882533,14924.07786985115,12063.752582650382,15221.611245036229,2,12,28483.00200901854
4284.819638201055,17.111032126772976,2000,1837.3204138762785,496.15713819721367,7244.078907638228,10352.610498240885,18087.791209573392,10764.925897258512,10,4,17743.504784097204
3321.1757590902494,18.61378551245348,2000,3796.6971761347286,896.6107330761885,4952.42737174426,8368.879012257084,9365.06283664236,15566.07399586458,8,6,21792.851399487725
3998.883973184183,20.545842200957495,1000,2935.0746219251446,366.402383773889,5199.238920350297,10206.215448002766,9314.491598710283,9579.126883271972,13,1,18374.75538636335
4707.71850113137,20.236398909799316,500,2918.5209420304686,917.7729061468765,6643.269651827357,9876.899984778316,8739.005277927066,7049.27101440836,4,10,20362.14627966201
4338.297589147221,19.63768317373583,0,3529.0471367877362,465.2276714690455,5906.898240285527,16273.038978705235,4184.680954547265,7562.491153693185,11,3,20690.181144780126
4555.371750468565,20.015620535347583,0,1180.0804394840482,1102.293153179698,5941.519698626403,5295.225521999535,10239.681993974555,6317.768055250832,6,8,14579.791939993489
4051.658530028435,16.034028718809324,2000,4193.485265990822,436.93363183430625,3350.4039117085813,7093.905724751618,10560.821804018466,5790.393281344917,8,6,22290.3640386267
3689.0094216845446,14.843834759431626,0,3547.0813350593485,669.8685496958001,7254.067651477306,12700.320776841294,13375.331384056062,12343.741363772097,4,10,23393.36147818118
4373.283007869622,20.414397597876494,2000,4188.134834852492,382.8818300334354,3908.966088052969,13374.317407316828,10559.133871736092,13988.518691913476,3,11,25087.953759357446
3576.4517194150685,21.57027287042205,2000,4116.506849054343,1019.2641638531292,7451.656500696836,13616.5161893154,18974.58209910694,10111.64482917269,5,9,27664.465793954558
3324.983762708017,10.815839645534574,0,4093.254485125602,898.0868625713292,4602.203479346339,12873.761930979028,10597.216707113275,13737.066712445896,7,7,24292.478396655788
4052.5261382397666,19.924388245518355,0,2182.2188637047175,827.7193204894519,4232.5583222693,16798.429846561332,11173.863218231552,21740.058336746843,5,9,19967.088365455627
3930.4407753457554,24.020810023378168,2000,3891.534560969806,899.4552407468706,4782.674216510752,10124.6927593795,12165.882558656993,14299.419487776298,12,2,23497.366921962304
4441.60691799665,19.761058390799136,0,2588.29238825988,542.2270995759616,5682.8063100388235,7203.386492963993,19547.99183712141,17421.9022157126,3,11,20469.151510528645
3243.2168517926093,11.862467040139336,500,4348.714099175956,1086.3222710109865,6909.34435437423,13037.406197066077,12406.778631976294,13968.196816030071,13,1,25728.684899566542
3545.1884217049296,25.139886099184295,500,3852.298323339765,802.3659687052381,5609.37157897204,7328.716812160233,12275.626509157617,10457.403270690034,0,14,23279.948748764833
3569.761449536434,18.243281856059475,1000,2640.3122326037965,701.7102709119911,4969.139484794982,15616.52573407012,18024.61150633366,17219.382661143656,3,11,22875.425608344856
4189.7435495466125,23.558581209933607,2000,3463.6224602354773,987.0859048254886,6404.3256211344005,13484.913581717643,20305.171664527203,14556.297100767926,7,7,26137.79615776868
3704.8232788239957,18.059412767957014,0,2296.2649991481867,855.6887203923674,5012.96218083188,16605.610730042274,13847.073310585462,20699.809382011863,7,7,20670.123821400306
3294.7200867216497,20.82322958101282,2000,2062.6570150598814,617.148908364587,3837.637043871092,15563.364576056825,13523.215558126374,14365.265979156045,9,5,18959.649901081677
3916.2505759150113,20.531254148784694,500,3385.7762838891877,806.7787672751848,6061.670216648635,10146.503926480555,9222.483053703363,11295.275071443866,10,4,21023.013819164367
4012.083375441538,19.82732439910782,2000,3142.3110123568667,866.9859525505303,5798.389242502904,4100.637166656713,16054.988345190073,6640.357818034467,7,7,20985.32081002871
4487.964107452817,17.88349061335619,2000,4231.44021590949,457.4133446984123,7733.845720154701,14213.925674081409,12552.422247632048,1557.4051556768172,9,5,25396.20055288766
4108.589417625591,19.624653687281555,500,1727.8972781624743,591.4680086593843,4032.22154523164,14666.20246159475,14280.535977267828,14122.467250413163,0,14,18645.072792067152
4016.5614878336814,24.026984906053524,1000,2834.3082782070346,647.2621244814267,5774.703109740354,13058.455116364687,15065.43601516564,13121.536261829227,13,1,20665.272924933844
4935.911836185274,27.603480970856978,0,2180.2523764341404,1241.1863401817695,4394.424339452058,15173.830260539271,10839.587153546165,7850.804466223819,9,5,20348.898273318668
3786.5020968015615,15.135102351032561,1000,2992.9839353679317,772.3405328368528,4745.913639846734,10001.032470095013,13989.94256262793,15418.161338542162,2,12,21534.419787874067
3818.2023870121902,23.415089400620253,1000,2873.8253119442506,796.4521166427284,4946.7902237477465,14184.308668658732,13592.528997423711,15409.876036127493,9,5,22014.882626421437
4547.927849022681,14.930873775422901,500,3467.035387940954,980.7816401569399,6498.431431880305,13562.496163294592,11950.5252672963,15677.377485452082,2,12,23855.442437409674
3565.0050932061285,23.39086398835733,500,1887.2508000092857,567.5010717080783,5037.935039455302,9532.815623596625,13920.763099248505,11927.519055847817,9,5,16893.244837590704
3634.8389350773045,19.946797347753837,0,2910.3299923951467,1328.1529651759831,5796.3041885077555,12201.755262605224,7440.524696235062,16585.3790291647,10,4,20498.315517129922
4068.548540565938,8.716953483786721,0,912.9833516833523,787.1491352074402,6630.323759763491,11986.93696460362,6612.117788897098,8071.825867676451,3,11,14010.865951435091
3830.0565661432647,22.47446495378434,1000,2168.480514346357,540.2741182199861,4542.093278787458,10798.425328655481,18011.177685007962,18022.05979439534,11,3,18836.258687401387
3802.0839802310284,22.491163922278336,1000,2626.5174127158575,515.7886932911928,4317.093308002432,8562.533913732716,16211.030368506057,15016.10788515328,12,2,19053.517976268664
3970.4958230197867,21.681245673987007,1000,3166.8679783452194,854.2873303812534,6873.621443920489,12645.059055093765,15365.940824760775,11832.568469908647,1,13,24054.91471050525
3956.731196141906,17.518515130593443,1000,2362.72425191449,847.4707088607568,6970.7903333629765,9467.428541958314,12718.527041462847,6296.405937883659,12,2,18242.693994151305
3758.3971427438983,14.856173326176577,1000,3462.4029250630565,1155.9846019076504,5136.357589586841,22963.151881392947,15172.41024774504,12914.423608233394,1,13,27582.97113956281
5066.4468096796645,14.340579724516822,0,2504.804838914679,334.3447949859623,6733.04195070754,13633.630527211091,8252.704190924522,7230.091623974364,3,11,19183.949997671876
3891.2646950114026,23.95581058946593,1000,2723.8403813675027,596.2795628963539,5020.883588931205,9160.411271784153,6683.425288989855,10693.387853986074,3,11,17945.182749812364
3606.716518032561,16.425401110160855,0,3313.314939271689,316.27774761409125,4285.729202158525,9778.809814581171,5625.791584021432,6911.779962519458,2,12,19114.432388425306
4209.2536471715275,20.57326034358349,1000,4735.7257748684115,821.463210694654,6100.540070651951,13007.308155543433,9497.933299470867,10795.797608037277,0,14,27345.766813275062
4464.519189725359,15.07388247250683,0,2489.002569837952,711.58901900206,5187.728446657363,19335.822289870102,11661.071288827192,9231.964354135762,12,2,21045.81383384938
3849.3796840307423,13.099832161275065,500,3397.1704931684067,1111.1062605682237,4235.651807493543,9071.585718370756,15143.956722420604,7265.789311890238,3,11,23671.54210088315
3600.3888091773774,21.245346571262438,500,2800.037190776947,1222.0401532022706,4911.311456196839,5732.309470980075,17454.22071792285,10997.70534143836,7,7,21623.981948825305
3771.3580255116176,18.783526706960448,2000,3337.3318984991924,791.6685873510754,5597.877945888991,15190.010327802669,13213.097877017219,11198.275364264187,2,12,23982.509150565416
4576.878719112217,11.722722692602256,0,5227.685654393179,408.34790563837856,3023.8480537296064,15734.042336585091,9666.134665434342,8788.432682968622,7,7,28226.14678026372
3473.5514705356254,23.450140276080983,0,2254.9286169857264,823.6144329449726,2702.13991121006,22418.89564073314,10989.18280737406,5138.580308380459,1,13,21035.98757491534
4955.249020307584,17.66554013244521,500,4630.933860366284,1129.9147780306168,8504.973401942867,10724.819733844608,12651.520440765125,13495.237788802851,2,12,28495.02540380445
3686.577113650271,21.742167350341834,500,2830.815378822745,431.9261012991409,5484.642300369961,8228.152747588108,9552.22910387577,13068.262042138143,2,12,18896.512982190827
4313.402018210446,16.72506612114015,500,3594.9783811215916,1026.781466919891,4809.743095190749,15734.187076828852,17574.61172961922,16343.57245904785,11,3,26032.27604466174
3181.038951076348,16.641504957393632,500,3501.2484234714916,885.2697457647214,2175.3583554457946,21180.34020858148,19928.963937609828,9872.804222781682,12,2,27051.894921187675
3784.4874695835074,15.859106286095265,1000,2763.280816067731,1048.2874369192377,5294.544547981721,8956.26681152143,18632.353422634143,12089.554807867324,11,3,21488.284330395996
3321.7612397880475,13.27900077664325,1000,1253.9107787876917,845.4159090579037,2059.663723402847,12614.493040598047,7403.550952667846,4435.276729209458,6,8,14523.930293074489
3938.4968695596303,25.430549864555218,0,2594.5860682260977,1058.861169614857,5112.155779628676,11004.329754130973,6531.753218744179,16791.61675916445,0,14,19191.922112102682
4408.134365237502,20.769113728377313,2000,4721.083176747774,567.9029247429648,4523.371979491723,9371.728443016227,15140.204169070634,5688.173260525178,13,1,26201.516428218907
3360.875649955582,25.947771896378406,2000,3083.642390146257,515.8033339641951,4808.798272191589,8616.482219657166,6728.498992274465,13258.760486085643,1,13,18757.066443695036
3768.644497935919,15.936152233616586,0,4391.462262520978,1021.736948587472,5118.443476655172,6658.149712349007,18783.886968325285,11276.368733672036,0,14,27001.475139964223
3898.490323465687,20.44822531181067,500,1899.0193923268655,946.0916555385561,5218.207310338003,17019.677501062586,11330.574975782314,14553.02913140096,7,7,18995.87725401045
3911.169254749775,18.782657159965076,1000,2449.466939833214,1000.0371526402516,6645.222338135355,16904.90269344633,9400.274931674883,19795.264902812574,6,8,21031.580294605785
4385.488437141904,16.2603597077246,500,4282.955079959158,680.6497355758216,3943.7461946547182,13058.777444116493,13493.566204917679,12974.47265180287,9,5,25397.910626747263
4206.453884561702,23.247761714410508,2000,3233.2047539946866,819.4208297456197,3521.890092028335,16765.840489313585,8000.124325679091,13576.234066138773,5,9,22338.885624477647
3597.1649723576697,19.982316471766904,1000,1251.2313664703704,763.1583500733097,3086.6613937093634,7377.357172468102,19414.305646394634,8708.570892738371,6,8,16032.618855854325
5037.78773980448,19.26913632240734,1000,2658.898272512898,961.8249731595128,3964.938254791324,16622.034728547576,8908.370277292566,14612.693760372746,9,5,21637.910213464485
4403.199134232213,23.7878962108856,1000,4283.890651470567,863.5987272595319,5607.275328947131,11952.153786591412,3091.450087364932,5669.923594187982,12,2,23051.284267644514
4402.9991689882245,26.88101176314391,0,2534.7320271770104,976.6308040714332,6699.1625227951645,13294.5806636362,4074.716680231996,10123.011530011983,3,11,18653.22667794277
3995.771386505283,12.962047963419247,0,3830.480986066881,733.0782269475573,5307.203069057151,10674.217477248494,4575.9894149764505,7537.6990280489235,4,10,21968.014160261406
3902.2885173404857,19.56244750804881,0,897.9689747931379,639.5061839241316,6032.903286890033,21368.016977823183,20173.952856900734,13083.15530712221,7,7,19401.019254348597
4040.847019784429,17.127903588255553,1000,2931.049834669922,752.9266259772556,6923.9761423055415,19863.800609161226,13763.765549606605,11352.672147942812,10,4,22861.59984947484
3772.2236712515123,12.347560411363794,1000,2783.917735594751,897.6196474817721,5475.196834177814,15481.279529289077,15360.652608035683,12603.154896587012,1,13,22818.794680555337
3921.1084576364956,19.086918136477237,2000,4325.473426150601,683.54965667111,6396.957767109662,17130.876954689928,15577.948754022902,13001.222365561991,0,14,27590.78965424918
4788.425140196933,19.157968355197912,500,2616.063922078629,925.3057461589932,5466.229255580811,20944.930558656593,6919.916101504235,14152.34002320014,1,13,22034.32042305365
3571.819512578007,21.175813208438903,500,2567.949790589374,607.8326421301376,4479.975005784876,6544.518210533463,17117.014999835574,10423.89090821208,13,1,18538.044355857022
3357.6225202308847,24.714835238230965,500,3187.842427751143,886.8835594358084,6395.7525347213605,14231.424486327214,11040.226148707558,6087.716934191443,7,7,22619.808705965537
4520.973572863436,21.780373118708813,2000,5697.834461530552,614.0718496644104,5945.685739619279,13967.179999850867,11681.586381466477,7159.273761516255,5,9,30825.833285930836
3740.019957767976,26.580887176813814,1000,1368.9091607975924,669.7167509648639,5480.721279242666,5794.860620509696,13567.03473000818,12927.624418945567,13,1,14817.650589227278
3902.7754663131736,22.206531544878686,2000,4184.7986734506285,1021.6072788373167,4090.354185477382,16275.516834108968,7910.936729965676,15835.492729701993,9,5,25099.41615632401
4176.317092979961,3.60718981373185,1000,4613.843897353505,717.2972730913625,4508.964159262302,13388.145888064288,11732.074253870811,5472.656853889765,1,13,27055.30059026792
4130.839602306581,16.123532876310815,0,3420.7996208824848,886.752180810288,6888.069136074623,15878.908835674329,12070.320277990859,12943.502442840721,13,1,23790.605189946513
3196.791738669339,29.836313980880067,500,2117.065044985845,872.3854371236816,6828.145971264478,11947.464373543138,19764.14323147456,7649.358860561495,2,12,20806.569779169866
3805.8885242370516,22.25562329463132,500,1645.2113479630646,674.6009377487749,5484.058999789942,20627.38411931849,14485.116365652968,7552.380742785333,6,8,19670.73681995876
3546.8493603237707,26.26427600922927,500,4108.356359999376,477.9111729898155,6287.859981330134,9953.441923801622,14420.593259465299,10454.075241889874,0,14,25479.583352444923
5025.653238457867,25.68135680975035,500,3437.751789217362,902.521718029267,3759.0764770531387,12647.50011557953,5151.816033470756,10620.934733109378,4,10,21843.859860610166
3196.139355434935,20.296507229901426,0,2156.2515431399675,654.9990223207219,3319.2233220340886,17086.89040035269,9424.808388533658,9460.97835969193,2,12,19148.436840976767
4190.006955548587,25.51446113383586,1000,2221.5209462485986,884.8315336262358,4750.129751553188,11648.08758735297,10022.900464343016,15253.175846405178,6,8,18334.09813312997
3576.6631817628404,24.179971936049895,1000,3327.1286095209653,536.440600560686,5061.020479609284,8609.183438740238,8334.98121926453,13803.570841128258,1,13,20683.50078199653
4167.010893507341,13.540128128503337,500,3947.352661804256,668.3695718849432,6042.080745096993,11202.20480755573,8377.110521513721,3695.3519855437207,9,5,23071.922729065394
