plane,metro_rer,tgv,fioul,gaz,electricite,gazole,essence,elec_car,nr_veg,nr_mix,label
3698.5086930340717,24.994476988878386,1000,1959.5834627862153,0.0,1000.0,0.0,0.0,11844.861679746251,3,11,medium
1054.0082949648852,15.257680099432712,1000,2756.9093145713987,0.0,1000.0,0.0,15743.97224653914,0.0,4,10,high
3574.5830840740546,23.812140793570276,1000,0.0,0.0,4730.188573379007,0.0,0.0,14382.816989052913,1,13,low
8585.542298984215,23.637935355077776,1000,0.0,596.9777960086426,1000.0,0.0,0.0,11564.326470565251,10,4,low
1332.2034715047525,25.264533004744795,1000,0.0,0.0,2192.1828479421274,9936.91779308829,0.0,0.0,12,2,low
1227.259309646552,19.801560671757247,1000,3692.521764719401,0.0,1000.0,0.0,0.0,21081.671517209645,13,1,high
2892.904992417667,18.960028863443025,2000,3200.5843195975867,0.0,1000.0,0.0,0.0,16173.881051451655,2,12,high
5325.7864292531885,27.43709758840073,1000,0.0,844.1961811476996,1000.0,20431.13917034574,0.0,0.0,0,14,medium
1929.8032142895938,17.87063486615567,2000,2582.013603149527,0.0,1000.0,14721.000254544513,0.0,0.0,9,5,high
2510.473930491442,26.68528043311605,0,3771.2878449095524,0.0,1000.0,15660.288964238753,0.0,0.0,10,4,high
6686.766425863788,15.909687887141157,500,0.0,779.7521183285007,1000.0,0.0,0.0,11846.717270214664,3,11,medium
5332.414285341527,12.767598350850808,2000,0.0,0.0,4079.564356646101,0.0,0.0,11666.392070943248,6,8,low
10142.903703859622,22.44793306180073,0,0.0,683.0786022370203,1000.0,0.0,9472.047610246176,0.0,12,2,medium
1112.7771592225126,15.291394642373175,500,0.0,0.0,5721.07828348517,14724.919330641462,0.0,0.0,12,2,medium
2670.623076300923,19.5816734393084,2000,0.0,0.0,4217.337661316131,0.0,18614.00783442431,0.0,5,9,medium
4883.936057116043,21.593328020203902,0,1648.149019079643,0.0,1000.0,0.0,0.0,13717.300319315586,6,8,medium
2839.94780885234,16.287682466419227,500,3186.4145491298527,0.0,1000.0,12611.909133284593,0.0,0.0,7,7,high
18455.544489216594,17.458669361380664,1000,0.0,871.0345252535781,1000.0,6505.24577013007,0.0,0.0,13,1,medium
8083.313034884987,22.16442767564464,0,0.0,0.0,3759.715591183336,0.0,16707.95049646299,0.0,8,6,medium
7726.903588836682,19.443178800129015,2000,0.0,853.1737839847001,1000.0,14379.304379793795,0.0,0.0,4,10,medium
16695.477977391565,15.055658591053605,0,0.0,539.212435275224,1000.0,0.0,9083.907776057973,0.0,6,8,medium
2785.6013059211714,26.66549233599511,2000,2275.0089974140974,0.0,1000.0,0.0,0.0,9687.487345327196,3,11,medium
2697.8252916531433,20.071446309570863,500,2489.0505827649795,0.0,1000.0,0.0,11309.003698052513,0.0,0,14,high
5084.093330819202,10.153548390030336,1000,0.0,936.9504481792951,1000.0,0.0,0.0,7191.849886179771,3,11,medium
2695.949397710654,27.43926708239101,500,0.0,852.5581521669689,1000.0,0.0,0.0,12691.948685681784,11,3,low
12723.177238777205,22.29739609711141,500,0.0,569.6895379206995,1000.0,17503.34300053764,0.0,0.0,4,10,medium
2252.801648671529,25.97949297026029,1000,0.0,1043.2456344900534,1000.0,11540.269385403331,0.0,0.0,6,8,medium
5597.022947965979,18.60181802518868,2000,2850.112255309053,0.0,1000.0,0.0,17186.812492560475,0.0,5,9,high
3852.3502081919337,15.279389727235309,500,0.0,0.0,4793.310873086399,0.0,23079.561056061633,0.0,13,1,medium
4210.206057738655,20.851657482920817,1000,3661.745486024225,0.0,1000.0,0.0,13040.663641337305,0.0,12,2,high
14923.517232442671,8.188574245210262,500,0.0,0.0,2944.9287126477243,9117.647831131035,0.0,0.0,11,3,medium
1023.6132076977703,14.93056629539837,1000,0.0,1143.2658620355332,1000.0,13638.590661782662,0.0,0.0,11,3,medium
5997.103826233125,27.904323331129884,0,0.0,0.0,2861.140182491625,0.0,0.0,10442.33865327538,5,9,low
3948.5456175633017,18.36599558473087,2000,1687.1230002927527,0.0,1000.0,11797.659515670708,0.0,0.0,12,2,medium
2419.9729821122432,16.464017918486817,500,0.0,962.5165800510813,1000.0,12410.021320875381,0.0,0.0,9,5,medium
5548.64712727075,34.28805446285965,0,0.0,0.0,4938.94751742159,10590.775906438488,0.0,0.0,0,14,medium
1046.8569919802405,12.096249538940121,500,2555.5076725024214,0.0,1000.0,0.0,14020.813246379868,0.0,2,12,high
3936.964724321307,13.11673966490074,2000,4511.228121702186,0.0,1000.0,20884.53170396862,0.0,0.0,13,1,high
1131.5633570140915,28.314361299553084,0,2862.070635204181,0.0,1000.0,13796.4158518693,0.0,0.0,2,12,high
8151.868181395057,20.269455967865415,0,0.0,0.0,4639.504207114133,14619.531888571468,0.0,0.0,7,7,medium
1041.0992736687397,27.067984617742447,2000,11823.62060536106,0.0,1000.0,0.0,16107.230412532355,0.0,6,8,high
9637.583875616016,16.030740225683328,500,2526.4678976114537,0.0,1000.0,0.0,0.0,14710.822053153472,6,8,high
3484.3069399860924,16.914262691415956,2000,0.0,1046.4397242112336,1000.0,8753.21877801192,0.0,0.0,8,6,medium
1229.8327999605524,19.852163233522145,1000,0.0,905.6634162991071,1000.0,0.0,0.0,10370.796774006889,13,1,low
12420.893089201867,16.766746498414197,500,0.0,0.0,5953.134680752371,0.0,6967.966971659114,0.0,1,13,medium
9817.619067523083,20.184331983902357,0,1892.740925416411,0.0,1000.0,0.0,0.0,7023.587252570515,9,5,medium
2568.1482434675845,17.405622956026292,0,3885.8502093011325,0.0,1000.0,0.0,0.0,10793.666335881117,1,13,high
2100.397817721894,19.678965728871972,2000,0.0,1119.0137663960513,1000.0,0.0,0.0,15669.722932405559,2,12,medium
3725.246108406064,22.635727572169223,0,0.0,945.0431541266101,1000.0,0.0,0.0,21220.05084004831,5,9,low
3277.6722668026096,23.830293712710734,2000,2548.7329701194135,0.0,1000.0,0.0,0.0,8667.087883395445,4,10,high
5536.570103143521,14.918400306502669,2000,0.0,687.3904872994124,1000.0,11883.755619005346,0.0,0.0,0,14,medium
3189.376787825631,25.28090997440929,1000,0.0,845.1265982189038,1000.0,11904.606676461752,0.0,0.0,1,13,medium
3493.1641951420784,25.48381078927128,1000,0.0,0.0,3367.67959054745,11073.763770504915,0.0,0.0,9,5,low
1662.1191049267686,17.45773934466409,0,0.0,0.0,6784.5261871317625,0.0,9865.86127921778,0.0,0,14,low
1750.4249171009146,22.06478106841361,0,3447.943424355432,0.0,1000.0,0.0,0.0,15430.054281071916,1,13,high
1096.5486302415518,26.302123805668508,500,3312.5204416343586,0.0,1000.0,0.0,13828.216147528254,0.0,13,1,high
3750.6063679321733,13.136894812513031,2000,2570.252351755977,0.0,1000.0,0.0,0.0,11282.361795566718,12,2,medium
7619.952637175405,23.620454984892923,1000,0.0,881.9407362552299,1000.0,9028.653636621168,0.0,0.0,4,10,medium
5183.659414984896,16.71566061232713,2000,0.0,0.0,3327.044350242039,0.0,15842.901582098882,0.0,9,5,medium
2568.3433600394437,22.26546338061,0,0.0,682.7740356442773,1000.0,0.0,0.0,17650.910775749937,5,9,low
4033.4862432123214,9.23861018180929,2000,0.0,336.1174763581678,1000.0,16666.357061814993,0.0,0.0,1,13,medium
3829.840322151309,11.941279238520753,1000,0.0,0.0,7102.19575002837,0.0,0.0,9841.80463015669,5,9,low
1969.0797863479672,12.867377363568686,1000,0.0,767.8714529651196,1000.0,0.0,0.0,21232.562807512088,7,7,low
4453.254040413536,29.013198850708065,1000,0.0,605.3422667601465,1000.0,0.0,9068.04526870108,0.0,7,7,medium
2797.67166567212,26.712505341901746,0,6607.011767856546,0.0,1000.0,0.0,0.0,7016.75357482011,3,11,high
4027.7262214786974,21.293161972759613,500,0.0,0.0,3142.385128532495,0.0,9546.857794295545,0.0,0,14,low
19591.471915224665,14.621752089151148,0,0.0,589.5778974894297,1000.0,0.0,0.0,11155.68225631538,1,13,medium
3238.3469568913374,27.040942403146595,0,0.0,941.6959673921348,1000.0,0.0,0.0,8720.778605656344,6,8,medium
2666.587392892024,25.301816751512483,2000,0.0,0.0,5367.453283357256,0.0,0.0,16466.005928496503,8,6,low
4724.976314470514,19.54274263049943,1000,0.0,599.4523877253168,1000.0,12397.365345749056,0.0,0.0,13,1,medium
1844.3588224104253,21.697887217502604,0,0.0,887.8320623608602,1000.0,12015.230407671379,0.0,0.0,9,5,medium
1593.3082320367894,22.499714507346205,500,2408.4163886183755,0.0,1000.0,0.0,14544.787460384625,0.0,1,13,high
2137.2858711232902,25.58110851073546,500,1888.6377356985126,0.0,1000.0,0.0,0.0,17189.5429885098,12,2,medium
1299.4940068493202,20.26078785219696,500,0.0,215.88771314795213,1000.0,0.0,14572.403688291417,0.0,8,6,medium
1102.0766542882902,19.141141570176423,2000,0.0,0.0,4231.955546684893,0.0,8927.029827100803,0.0,1,13,low
2865.3805693030063,7.898816324719466,1000,0.0,0.0,7307.56934162662,0.0,0.0,5504.194302229852,3,11,low
6904.972857859917,11.060260606457582,2000,0.0,863.8536274428701,1000.0,0.0,0.0,10417.643855419681,8,6,medium
8028.435352564872,20.719977166213575,2000,0.0,619.6124079602433,1000.0,0.0,11122.428783570824,0.0,2,12,medium
2052.148383618777,21.335700940328984,1000,2119.8417219079884,0.0,1000.0,0.0,0.0,14891.295105384665,9,5,medium
4459.297843631621,8.325169005235908,500,5074.9999897789085,0.0,1000.0,0.0,0.0,11949.04094932162,0,14,high
1470.7106824363527,10.02849430734934,0,0.0,602.9087562989353,1000.0,0.0,0.0,17686.828407274086,13,1,low
5578.908127743774,34.386596666425845,0,0.0,0.0,3179.6285945321833,0.0,13474.782402697914,0.0,2,12,medium
6470.189970130219,17.157804189316508,0,0.0,701.4971077883008,1000.0,0.0,13783.35128009183,0.0,6,8,medium
6859.401822317769,18.388193355774227,500,0.0,0.0,6118.336104209982,0.0,15576.383416162917,0.0,11,3,medium
1742.1598548653346,27.10973026306146,2000,0.0,0.0,2536.3360193251824,24726.461601746778,0.0,0.0,8,6,medium
2688.777487189246,22.180120974040317,0,0.0,332.4519646549916,1000.0,0.0,0.0,22861.51641768261,10,4,low
5234.378423891259,22.710080263030633,0,0.0,951.3320325534182,1000.0,20189.929824276544,0.0,0.0,1,13,medium
6146.4379912574595,19.235109577258815,500,0.0,0.0,4137.772849625898,0.0,0.0,8843.61849152016,3,11,low
1172.1184856997988,10.477425500164925,2000,0.0,787.9373921575485,1000.0,13820.838756450561,0.0,0.0,3,11,medium
4469.083850993885,14.959813217497965,1000,0.0,0.0,5007.109097951445,17361.011293493793,0.0,0.0,6,8,medium
3379.083462209448,18.39943105868638,1000,2743.2663582131827,0.0,1000.0,0.0,9889.430784109396,0.0,10,4,high
4568.822640604207,15.233901778868557,1000,0.0,0.0,6854.411540020962,0.0,10504.474416274377,0.0,11,3,medium
2684.094197358085,28.365754731531005,500,2221.8233914922034,0.0,1000.0,0.0,10975.292837105615,0.0,10,4,high
2632.2747624518997,23.251656628419635,500,5065.567382289629,0.0,1000.0,18638.641556151422,0.0,0.0,13,1,high
17356.03550141221,24.451747326072407,500,2057.1980121545585,0.0,1000.0,13474.283117085488,0.0,0.0,2,12,high
3221.7558759212593,14.231999741035082,0,0.0,1024.9177202673868,1000.0,0.0,14907.58765896285,0.0,10,4,medium
8624.51306826212,20.851406676793047,500,0.0,478.6281178400464,1000.0,0.0,14836.352597974093,0.0,8,6,medium
6569.936873139208,16.705579295819422,1000,0.0,0.0,4354.276535449068,13470.323993096936,0.0,0.0,2,12,medium
1849.2972528406906,15.417690373696558,1000,0.0,852.3995028065244,1000.0,0.0,0.0,5043.295159690247,13,1,low
1266.0416266748587,14.718559535606676,0,0.0,0.0,5731.045484328601,13124.71349879628,0.0,0.0,8,6,medium
7539.173499123816,14.864625145068771,2000,8325.454846090164,0.0,1000.0,0.0,11984.822007125375,0.0,11,3,high
5024.668325969229,20.246646993740285,0,5787.447385652795,0.0,1000.0,0.0,0.0,13521.17300368177,0,14,high
1353.4276416514367,27.812244715477625,2000,0.0,498.8201805431881,1000.0,0.0,19671.6802900564,0.0,10,4,medium
10195.582637849677,10.232079790228182,2000,2865.573534282358,0.0,1000.0,0.0,11507.818542308978,0.0,12,2,high
6582.887797963506,27.78107700563997,500,0.0,665.6214910111894,1000.0,10715.877055969477,0.0,0.0,1,13,medium
4428.087328313091,21.537773792406455,1000,4878.751658934167,0.0,1000.0,0.0,0.0,10981.864341563576,4,10,high
3879.470478330073,23.061473270846598,500,0.0,783.1162716659996,1000.0,20165.287215097538,0.0,0.0,10,4,medium
1251.110580140288,8.416702107046568,2000,0.0,0.0,4578.43802406433,13273.935950199004,0.0,0.0,0,14,medium
1696.8980685439283,20.37694387789044,500,0.0,973.2768634959798,1000.0,0.0,11488.644853402211,0.0,8,6,medium
4536.002730317916,19.381727296754608,2000,0.0,1081.4911648724014,1000.0,0.0,8703.912821221946,0.0,8,6,medium
5463.549709311708,15.610648147383843,2000,0.0,661.1796420974537,1000.0,0.0,0.0,11482.979231147172,0,14,low
2572.969764836914,22.672858986488986,2000,0.0,0.0,4889.532556254586,11045.474358477843,0.0,0.0,5,9,medium
1552.1450186613433,32.020041295625866,1000,0.0,627.4254892435268,1000.0,13976.8356449472,0.0,0.0,9,5,medium
4391.151240542589,20.588955994705657,1000,0.0,0.0,5423.094500506327,8008.853559835529,0.0,0.0,11,3,low
1788.3688017312356,27.57291820983488,0,4790.064391252318,0.0,1000.0,0.0,12513.93946198099,0.0,3,11,high
6884.92150213987,16.544662629128766,500,0.0,942.9853873499069,1000.0,0.0,12054.531977572953,0.0,7,7,medium
5965.038890403582,17.268802494113004,500,0.0,0.0,2675.840274304462,0.0,12500.89631691533,0.0,5,9,medium
1007.5695609229779,26.377076862905206,0,0.0,0.0,4224.280050213744,10294.792624579159,0.0,0.0,11,3,low
5223.8927137662495,12.003867896141982,1000,0.0,0.0,3118.469518299356,11874.698129208575,0.0,0.0,8,6,medium
4366.50231824845,13.31682716511555,0,4696.3414766645665,0.0,1000.0,0.0,0.0,19965.366383692082,13,1,high
1361.0723063113794,28.45097351147026,2000,0.0,0.0,4385.576650957147,18674.100861262887,0.0,0.0,9,5,medium
1601.8909830270036,30.695959904226953,1000,0.0,645.9089491133253,1000.0,0.0,0.0,11754.058132538012,11,3,low
1443.8404715148388,7.857256833027236,1000,3467.080272885195,0.0,1000.0,0.0,0.0,17589.76497669323,12,2,high
1046.4554170547524,24.783684404008234,1000,1386.9545586784498,0.0,1000.0,0.0,8820.052394101263,0.0,8,6,medium
5302.299962447865,28.40252024755478,0,0.0,0.0,5890.547928427294,8157.383918724248,0.0,0.0,6,8,medium
10398.648086764393,17.593039879299752,2000,1920.6928024640522,0.0,1000.0,0.0,0.0,7867.1129578924,8,6,medium
6183.445587277986,17.827196534769072,500,1597.7276606695111,0.0,1000.0,0.0,10915.784946504684,0.0,7,7,high
4028.7529415050362,11.415513613064274,500,6126.53050236425,0.0,1000.0,0.0,0.0,24126.67604683025,0,14,high
7698.003725389292,27.389476751028884,500,3098.03877210129,0.0,1000.0,0.0,0.0,15187.165752388386,4,10,high
10937.055329031793,19.88700163100515,2000,6167.745960987772,0.0,1000.0,13399.82595209808,0.0,0.0,3,11,high
1641.399853141971,19.055194612071652,0,1911.5167200875435,0.0,1000.0,11078.974831406193,0.0,0.0,3,11,medium
8873.972201608845,13.826919320870395,500,0.0,0.0,6286.005122583483,0.0,0.0,14974.088930786773,4,10,low
2664.390769406402,21.23789604143062,0,0.0,890.6807150210709,1000.0,12605.863458441087,0.0,0.0,1,13,medium
8376.824049663795,11.982244922670011,1000,0.0,0.0,4526.410223474318,0.0,0.0,20297.521417313314,4,10,low
1142.7982511313453,12.054219834399781,2000,0.0,1158.4332525419882,1000.0,0.0,9260.31007591121,0.0,12,2,medium
5192.995624383836,17.786796611411656,1000,2692.980333232286,0.0,1000.0,0.0,0.0,7190.0974319378765,11,3,medium
4226.443940159116,13.323759309643435,0,2406.9681603960084,0.0,1000.0,0.0,0.0,14129.944808377906,8,6,medium
3913.816828852701,19.89542888577204,0,0.0,0.0,4442.83868955895,10059.094239715712,0.0,0.0,7,7,medium
7459.033296904978,19.00932852267312,1000,0.0,0.0,3794.358605605337,0.0,0.0,12642.300289498193,11,3,low
5895.707696595647,15.146328047918166,1000,0.0,0.0,7919.002588271554,0.0,14819.868744877313,0.0,6,8,medium
2283.1037380224934,22.31903275261215,2000,2954.6264878514658,0.0,1000.0,0.0,0.0,13139.476111605345,7,7,high
14416.15680293518,26.435600479475937,0,1947.6124656181028,0.0,1000.0,13387.274715458703,0.0,0.0,12,2,high
2890.3340614893677,16.07357979083787,1000,0.0,0.0,6292.325444076944,0.0,0.0,9250.135563635422,13,1,low
5005.11001289632,19.819433959561174,500,1995.9056853684222,0.0,1000.0,15165.649999081965,0.0,0.0,13,1,high
4154.3761768107,18.29074405989321,0,0.0,0.0,4917.386290537838,0.0,0.0,15128.45893790077,5,9,low
10912.158720673186,14.780408859764147,0,1675.9838567335457,0.0,1000.0,0.0,0.0,16642.519025429174,6,8,medium
3534.1388543645317,11.006607068953242,500,0.0,0.0,4923.256556492246,0.0,0.0,22485.320887356705,8,6,low
3315.2656060134655,21.021101718742813,0,0.0,0.0,4375.893532695789,0.0,16239.707026017697,0.0,11,3,medium
20073.39671718054,17.182227603534308,500,0.0,0.0,4005.2000257437967,9964.866106656285,0.0,0.0,3,11,medium
1516.0648574866236,27.012497702836875,500,2645.28939529613,0.0,1000.0,10161.420138571164,0.0,0.0,9,5,high
6095.374581373487,19.10313326310341,500,0.0,945.4990388398732,1000.0,0.0,16494.552335372668,0.0,7,7,medium
11744.615007126438,17.397962883683274,500,0.0,0.0,4249.028808731916,0.0,0.0,9145.555775623714,12,2,low
2629.255814095547,23.208431394620096,500,0.0,578.1560818023631,1000.0,0.0,17364.381011384947,0.0,5,9,medium
1332.1074112152905,23.127404184533535,500,1395.6597510056367,0.0,1000.0,0.0,0.0,8014.518743088297,4,10,medium
